filepath,layer,language,frequency
5shot_czech_arabic_predictions.csv,27,ces,8.712199999999994
5shot_czech_arabic_predictions.csv,28,ara,326.14080000000075
5shot_czech_arabic_predictions.csv,28,eng,3.3474999999999997
5shot_czech_arabic_predictions.csv,28,ces,0.6211
5shot_czech_arabic_predictions.csv,8,ces,0.38240000000000046
5shot_czech_arabic_predictions.csv,8,eng,0.35660000000000036
5shot_czech_arabic_predictions.csv,8,ara,0.0057
5shot_czech_arabic_predictions.csv,15,ces,3.2894999999999945
5shot_czech_arabic_predictions.csv,15,eng,7.6692999999999785
5shot_czech_arabic_predictions.csv,15,ara,0.14629999999999999
5shot_czech_arabic_predictions.csv,9,ces,1.0967000000000007
5shot_czech_arabic_predictions.csv,9,eng,0.06609999999999999
5shot_czech_arabic_predictions.csv,5,ara,0.04639999999999999
5shot_czech_arabic_predictions.csv,5,eng,0.0088
5shot_czech_arabic_predictions.csv,5,ces,0.030399999999999996
10shot_czech_arabic_predictions.csv,1,ces,1000.0
10shot_czech_arabic_predictions.csv,1,ara,0.0
10shot_czech_arabic_predictions.csv,2,ces,506.13260000000105
10shot_czech_arabic_predictions.csv,2,eng,0.037500000000000006
10shot_czech_arabic_predictions.csv,2,ara,0.006200000000000001
10shot_czech_arabic_predictions.csv,3,ces,8.485399999999967
10shot_czech_arabic_predictions.csv,3,eng,0.2346000000000001
10shot_czech_arabic_predictions.csv,4,ces,3.8446999999999965
10shot_czech_arabic_predictions.csv,4,eng,0.3319000000000002
10shot_czech_arabic_predictions.csv,6,eng,1.8876999999999904
10shot_czech_arabic_predictions.csv,6,ces,0.6706000000000001
10shot_czech_arabic_predictions.csv,7,eng,2.8332999999999973
10shot_czech_arabic_predictions.csv,7,ces,1.4587000000000039
10shot_czech_arabic_predictions.csv,8,ces,0.4848000000000007
10shot_czech_arabic_predictions.csv,8,eng,0.2758000000000001
10shot_czech_arabic_predictions.csv,8,ara,0.0202
10shot_czech_arabic_predictions.csv,11,ces,5.897799999999989
10shot_czech_arabic_predictions.csv,11,eng,1.2930000000000021
10shot_czech_arabic_predictions.csv,11,ara,0.0098
10shot_czech_arabic_predictions.csv,12,ces,1.9897000000000191
10shot_czech_arabic_predictions.csv,12,eng,0.8532999999999976
10shot_czech_arabic_predictions.csv,12,ara,0.39790000000000025
10shot_czech_arabic_predictions.csv,13,ces,2.2654000000000085
10shot_czech_arabic_predictions.csv,13,eng,0.9849999999999974
10shot_czech_arabic_predictions.csv,13,ara,0.016700000000000003
10shot_czech_arabic_predictions.csv,14,ces,1.752000000000006
10shot_czech_arabic_predictions.csv,14,eng,2.4387000000000025
10shot_czech_arabic_predictions.csv,14,ara,0.024099999999999996
10shot_czech_arabic_predictions.csv,16,eng,36.30849999999996
10shot_czech_arabic_predictions.csv,16,ara,0.9843000000000002
10shot_czech_arabic_predictions.csv,16,ces,1.9687999999999999
10shot_czech_arabic_predictions.csv,17,eng,50.21440000000008
10shot_czech_arabic_predictions.csv,17,ara,0.6845999999999998
10shot_czech_arabic_predictions.csv,17,ces,1.1295000000000006
10shot_czech_arabic_predictions.csv,18,eng,104.21080000000019
10shot_czech_arabic_predictions.csv,18,ces,1.4671000000000007
10shot_czech_arabic_predictions.csv,18,ara,0.8416999999999997
10shot_czech_arabic_predictions.csv,19,eng,285.3729000000002
10shot_czech_arabic_predictions.csv,19,ara,2.8441999999999994
10shot_czech_arabic_predictions.csv,19,ces,1.493699999999999
10shot_czech_arabic_predictions.csv,20,eng,429.06849999999895
10shot_czech_arabic_predictions.csv,20,ara,1.699699999999999
10shot_czech_arabic_predictions.csv,20,ces,4.751899999999998
10shot_czech_arabic_predictions.csv,21,eng,576.1793999999989
10shot_czech_arabic_predictions.csv,21,ara,1.9673
10shot_czech_arabic_predictions.csv,21,ces,4.6834
10shot_czech_arabic_predictions.csv,22,eng,588.4412999999985
10shot_czech_arabic_predictions.csv,22,ara,3.793200000000002
10shot_czech_arabic_predictions.csv,22,ces,5.4211
10shot_czech_arabic_predictions.csv,23,eng,583.9041999999996
10shot_czech_arabic_predictions.csv,23,ara,4.082800000000001
10shot_czech_arabic_predictions.csv,23,ces,8.6951
10shot_czech_arabic_predictions.csv,24,eng,543.2696999999996
10shot_czech_arabic_predictions.csv,24,ara,16.247300000000003
10shot_czech_arabic_predictions.csv,24,ces,8.520300000000002
10shot_czech_arabic_predictions.csv,25,eng,416.03939999999983
10shot_czech_arabic_predictions.csv,25,ara,79.51129999999989
10shot_czech_arabic_predictions.csv,25,ces,10.6543
10shot_czech_arabic_predictions.csv,26,ara,167.8726000000004
10shot_czech_arabic_predictions.csv,26,eng,303.83470000000096
10shot_czech_arabic_predictions.csv,26,ces,16.4727
10shot_czech_arabic_predictions.csv,27,ara,290.7996999999994
10shot_czech_arabic_predictions.csv,27,eng,146.17890000000028
10shot_czech_arabic_predictions.csv,27,ces,8.838699999999998
10shot_czech_arabic_predictions.csv,28,ara,327.6651000000001
10shot_czech_arabic_predictions.csv,28,ces,0.6215999999999999
10shot_czech_arabic_predictions.csv,28,eng,3.1808999999999994
10shot_czech_arabic_predictions.csv,10,ces,0.6268000000000005
10shot_czech_arabic_predictions.csv,10,eng,1.8408000000000018
10shot_czech_arabic_predictions.csv,10,ara,0.013700000000000002
10shot_czech_arabic_predictions.csv,15,ces,3.2972999999999946
10shot_czech_arabic_predictions.csv,15,eng,8.830499999999986
10shot_czech_arabic_predictions.csv,15,ara,0.15410000000000004
10shot_czech_arabic_predictions.csv,9,eng,0.061
10shot_czech_arabic_predictions.csv,9,ces,1.401499999999999
10shot_czech_arabic_predictions.csv,5,eng,0.0114
10shot_czech_arabic_predictions.csv,5,ces,0.05460000000000001
10shot_czech_arabic_predictions.csv,5,ara,0.0051
1shot_czech_arabic_predictions.csv,1,ces,1000.0
1shot_czech_arabic_predictions.csv,1,ara,0.0
1shot_czech_arabic_predictions.csv,2,ces,621.6381000000025
1shot_czech_arabic_predictions.csv,2,eng,0.0347
1shot_czech_arabic_predictions.csv,2,ara,0.025099999999999994
1shot_czech_arabic_predictions.csv,3,ces,9.105899999999975
1shot_czech_arabic_predictions.csv,3,eng,0.5944000000000006
1shot_czech_arabic_predictions.csv,4,ces,4.890100000000009
1shot_czech_arabic_predictions.csv,4,eng,1.8329999999999924
1shot_czech_arabic_predictions.csv,5,ara,0.385
1shot_czech_arabic_predictions.csv,5,ces,0.7053000000000005
1shot_czech_arabic_predictions.csv,5,eng,0.028900000000000002
1shot_czech_arabic_predictions.csv,6,ces,2.281999999999999
1shot_czech_arabic_predictions.csv,6,eng,0.2193999999999999
1shot_czech_arabic_predictions.csv,6,ara,0.008
1shot_czech_arabic_predictions.csv,7,eng,8.489800000000008
1shot_czech_arabic_predictions.csv,7,ces,0.5831000000000003
1shot_czech_arabic_predictions.csv,8,eng,4.359999999999982
1shot_czech_arabic_predictions.csv,8,ces,0.14039999999999997
1shot_czech_arabic_predictions.csv,8,ara,0.005
1shot_czech_arabic_predictions.csv,9,eng,4.597499999999982
1shot_czech_arabic_predictions.csv,9,ces,0.6895
1shot_czech_arabic_predictions.csv,10,eng,3.229399999999989
1shot_czech_arabic_predictions.csv,10,ces,0.16250000000000012
1shot_czech_arabic_predictions.csv,10,ara,0.0013
1shot_czech_arabic_predictions.csv,13,ces,3.386399999999993
1shot_czech_arabic_predictions.csv,13,eng,1.3807000000000085
1shot_czech_arabic_predictions.csv,13,ara,0.024800000000000003
1shot_czech_arabic_predictions.csv,14,eng,2.3928999999999965
1shot_czech_arabic_predictions.csv,14,ces,1.5476000000000028
1shot_czech_arabic_predictions.csv,14,ara,0.0097
1shot_czech_arabic_predictions.csv,15,eng,6.753599999999978
1shot_czech_arabic_predictions.csv,15,ces,3.7101999999999857
1shot_czech_arabic_predictions.csv,15,ara,0.3445000000000001
1shot_czech_arabic_predictions.csv,18,ara,0.21210000000000007
1shot_czech_arabic_predictions.csv,18,eng,35.547699999999836
1shot_czech_arabic_predictions.csv,18,ces,1.901800000000002
1shot_czech_arabic_predictions.csv,19,ara,1.0175000000000003
1shot_czech_arabic_predictions.csv,19,eng,169.64940000000027
1shot_czech_arabic_predictions.csv,19,ces,1.1696999999999997
1shot_czech_arabic_predictions.csv,20,ara,0.8104
1shot_czech_arabic_predictions.csv,20,eng,280.4027999999988
1shot_czech_arabic_predictions.csv,20,ces,2.582500000000001
1shot_czech_arabic_predictions.csv,21,ara,1.0472999999999995
1shot_czech_arabic_predictions.csv,21,eng,437.97149999999925
1shot_czech_arabic_predictions.csv,21,ces,2.4646000000000003
1shot_czech_arabic_predictions.csv,22,ara,2.1705
1shot_czech_arabic_predictions.csv,22,eng,433.66970000000015
1shot_czech_arabic_predictions.csv,22,ces,2.881500000000001
1shot_czech_arabic_predictions.csv,23,ara,2.3278
1shot_czech_arabic_predictions.csv,23,eng,438.3549999999998
1shot_czech_arabic_predictions.csv,23,ces,6.152400000000002
1shot_czech_arabic_predictions.csv,24,ara,10.784599999999989
1shot_czech_arabic_predictions.csv,24,eng,442.480599999999
1shot_czech_arabic_predictions.csv,24,ces,6.652100000000001
1shot_czech_arabic_predictions.csv,25,ara,68.97719999999998
1shot_czech_arabic_predictions.csv,25,eng,318.7381000000012
1shot_czech_arabic_predictions.csv,25,ces,8.531499999999996
1shot_czech_arabic_predictions.csv,26,ara,118.708
1shot_czech_arabic_predictions.csv,26,eng,252.04300000000043
1shot_czech_arabic_predictions.csv,26,ces,12.636199999999993
1shot_czech_arabic_predictions.csv,27,ara,209.4084000000001
1shot_czech_arabic_predictions.csv,27,ces,10.345800000000002
1shot_czech_arabic_predictions.csv,27,eng,116.27129999999975
1shot_czech_arabic_predictions.csv,28,ara,202.78929999999917
1shot_czech_arabic_predictions.csv,28,eng,11.601599999999998
1shot_czech_arabic_predictions.csv,28,ces,0.8865000000000001
1shot_czech_arabic_predictions.csv,12,ces,1.0508999999999993
1shot_czech_arabic_predictions.csv,12,eng,0.7509999999999979
1shot_czech_arabic_predictions.csv,17,eng,12.408299999999986
1shot_czech_arabic_predictions.csv,17,ara,0.1746000000000001
1shot_czech_arabic_predictions.csv,17,ces,0.8851999999999988
1shot_czech_arabic_predictions.csv,16,eng,7.92309999999999
1shot_czech_arabic_predictions.csv,16,ces,1.3907000000000034
1shot_czech_arabic_predictions.csv,16,ara,0.17160000000000003
1shot_czech_arabic_predictions.csv,11,ces,0.3604
1shot_czech_arabic_predictions.csv,11,eng,1.1463000000000012
1shot_czech_arabic_predictions.csv,11,ara,0.0047
